id,date,stars,text
vg55SAkrEmuHpWfIMtJjBQ,2015-11-18,3,"I have heard so many good things about this restaurant at its new Oakland location. We had been to Regent Square and we were looking forward to the new improved and larger restaurant. The food was good- very good, but for the price point, I was somehow disappointed-(we paid $100 for two, getting only 2entrees , 2 wines by the glass, no apps, no salads, no soups, no sides or desserts or coffee).

The entrees- I got the swordfish, which was excellent, with a wonderful savory sauce.  The look of the serving dish was weird- a bowl with a blue rim that looked like a soup bowl that came from a cafeteria. The gentleman sitting 12 inches away had the same swordfish served in a slightly larger, more  elegant white dish. I didn't think this was a good sign, but it did remind me of the old Regent Square style of dishes. My husband got the steak and liked it but wished it was warmer, or the plate hotter. This was probably the biggest infraction of all. Perhaps we should have said something about it at the time, but the opportunity did not arise.

The atmosphere and decor are lovely. Elegant lighting, iron decorative sconces, carved tables, and multiple rooms. This place has a European feel, and a huge improvement over the tiny digs of the RS version. The noise was not a factor but there were distractions. Maybe it was the location of our table ( close proximity to kitchen door and Bar entrance) and the way I felt squeezed in with all the senior citizens and possibly because it was my 56th birthday, I am now relegated to the not cool section of the trendy restaurants. We had made a reservation and the restaurant was not particularly crowded. What a difference a patron's experience can be with a different set of circumstances!
I really was looking forward to the experience but I can't say for sure when I will return."
vg55SAkrEmuHpWfIMtJjBQ,2010-01-19,3,"I found the food to be good, but a bit overpriced.  I liked that they were BYOB.  The atmosphere was fine but nothing amazing."
vg55SAkrEmuHpWfIMtJjBQ,2015-06-25,1,"Worst experience I have had at a restaurant in years. The service was so bad and insulting I didn't even order. My entire group had a terrible time.

I have A LOT of food allergies and restrictions. More than 15, many of which are common ingredients. It's hard for me to go out to eat, but not impossible. There are many restaurants in town that I am able to eat at. I have been in Pittsburgh for 2 years and as long as I have been here people have told me that I should go to Legume because they are so accommodating to people with allergies. I finally went a few weeks back for a friend's birthday. I called ahead like I often do to ensure that I would be able to eat there. The woman I spoke with on the phone was pleasant so I had high expectations.

My experience was so very disappointing. The server was rude, insulting, and condescending. I understand that I am require more accommodation than most, but I'm not sure I have ever had a server make me feel so small. As if I was an inconvenience and a hassle to him as opposed to a paying customer. I was a server for years and I would never have dreamed of being so rude to my customers. I wanted to help make their experience exactly what they were looking for. The server at Legume was so unhelpful and flat-out insulting about my special restrictions that when it came time to order I chose not to eat anything rather than spend $30 on a meal I was unsatisfied with just to placate him. Going out to eat at a new place with my allergies is an uncomfortable and apprehensive experience for me. I find it embarrassing for me to not eat while others are eating and often awkward for the people I am with. I would not choose that option lightly. I call ahead specifically to know whether I need to stay home instead of chancing that I will sit there staring at the table while the rest of the party is eating. But I will not eat or pay for something I'm not interested in just because I have restrictions and a server refuses to be helpful and is barely civil in his interaction with me. I shouldn't be punished for having allergies. But punishment perfectly describes my experience at Legume

Because I didn't order, the server ignored me the rest of the night. He did not refill my water glass, even when he filled others at the table (luckily there are other staff who help to refill water). I might have ordered a drink instead of dinner, but when I didn't order a drink in the first round, I wasn't asked again. It was as though I ceased to exist. When he brought the dessert menus he gave one to everyone at the table except me. There wasn't anything on the dessert menu that I could have, but acting as though I was invisible is simply unacceptable. If I could have left I would have, but I didn't want to cause a fuss and ruin my friend's birthday.

As it turns out, my friend's birthday was ruined anyway. It wasn't just me the server was terrible to. He treated our entire group as if we had done something wrong by sitting at his table. We came to celebrate a friend who had chosen this place for a nice dinner, but the service was so abysmal that my friend ended up feeling that he had subjected his friends to a terrible night out.

Again, I worked in the service industry for many years, in many capacities. I have a realistic idea of the difficulties (or not) of accommodating a large party and/or someone with allergies. I am very forgiving of the hardships inherent in working at a restaurant. My experience at Legume, and that of my entire party, was beyond terrible with no reason or justification for it.

The bottom line?  I have told everyone I know what a horrendous time I had. I would not set foot in Legume again. And I will continue to warn people against going there."
vg55SAkrEmuHpWfIMtJjBQ,2014-05-30,4,"Great atmosphere, knowledgable staff, good stiff drinks, amazing chef and Justin was a wonderful host for our first time dining here.

Highly recommend if your looking for a great dinning experience."
vg55SAkrEmuHpWfIMtJjBQ,2013-11-16,5,"So I was fortunate enough to have an friend take me here for dinner my first week  in town.  This place is legit!  

The menu changes constantly and is based on what is fresh and at its best.  For the reason, we decided to go with the tasting menu and paired wines.  Now this option wasn't cheap by any stretch of the imagination, but MY GOODNESS was it worth it.  Since they offered a vegetarian options, we ordered that as well as the omnivorous version.  It was great because we were able to taste the best of both worlds. There were at least 5 courses and wow. They were all stand outs. By the time we got to dessert, we were almost stuffed! That's great because often times tasting menus can be downright paltry.  

Oh and the wines.  I'm swooning just thinking about the wines that they chose per course.  Some American, but also Italian, Spanish and French. Again, totally worth what we paid for it.  

Now service was a bit spotty. Our waitress was AMAZING and the hostesses were completely sweet. But some of the food runners were more on point than others. We asked one of them about what was on our plates, since she hadn't announced it when she brought it to the table. Unfortunately, she had no clue.  So we learned not to ask her any questions and kept it moving.   A very minor slight though.

In short: if you want to take a date somewhere that you can pretty much guarantee a happy ending to the night, Legume is your choice.   Parents coming to town and want to pay for dinner? Legume all day.  I really hope to go back again sometime soon."
vg55SAkrEmuHpWfIMtJjBQ,2012-06-14,5,"OUTSTANDING!

A classy place with excellent service, even better food, and reasonable prices.  I've become a fan of farm-to-table restaurants, and they are one of the best.  Fresh ingredients that are prepared well led to a great dining experience.  Considering they have a menu that changes daily, they have a solid selection, so anyone can find something they will like.

Highly recommended if you are looking for a place with great food, great presentation, but still a bit laid back and casual."
vg55SAkrEmuHpWfIMtJjBQ,2014-04-30,5,"Disclaimer:  Legume is another ""I wish I could use half stars"" kind of place.  On almost every front (ambiance, service, food, etc.) it delivers, but for some reason, it's just missing the ""magic"".  I'm giving it the benefit of the doubt because I've had not one, but two great meals here within two months time (and consistency in this business is hard to come by!).

The combination between Legume and its accompanying bar, Butterjoint, is one to be reckoned with.  While I'm typically a beer guy, the cocktails I sampled on both occasions (plus one visiting Butterjoint itself) were solid.

Relative to appetizers, I highly recommend any of the pates or tartars the make the menu for that night (they feature a seasonal menu that changes daily).  In addition, one of the cheapest options on the menu, the goat cheese and pepper crostini ($5), is one of the best!

Both of my entrees were great.  The duck confit course on my first visit nailed that delicate balance between tender, perfectly cooked meat and that addictive crunchy skin that offsets its texture and the pork/poultry combo for my second was delicately prepared and well balanced.

On both occasions, the Shaker Corn side was the star of the show.  Dried corn that's re-hydrated and cooked in mini cast iron skillets with a creamy sauce.  Best of all, my desserts in both cases were great, my favorite being the knock-out banana and chocolate chunk cake with pecans, banana anglais and salted caramel ice cream (the fat kid in me was in heaven).

I will definitely be back in the future."
vg55SAkrEmuHpWfIMtJjBQ,2013-03-11,5,"Actually 4.5 stars.  87th birthday dinner for Mom included my 22-year-old son.

Food: Very good to remarkable.  Blue fish and mackerel both outstanding.  Son's lamb kielbasa was excellent.  Wife splurged for quail and pork entree - nice, but didn't generate the same ""oohs and ahs"" as the fish and kielbasa.

Atmosphere: Menu might give the impression of pretentiousness, but service and decor are not.  Perfect for our group.  

Service:  Outstanding.  Attentive when needed, left to linger and talk when appropriate - paced the service to our needs (relaxing, but got us on our way to the symphony without delay).  Server recommended a Spanish red wine (with fish and quail?) and it was a delightful surprise that enhanced the meal."
vg55SAkrEmuHpWfIMtJjBQ,2014-12-17,3,"We showed up 20 minutes early for our 5:45 PM reservation. Most tables were empty, so we were promptly seated and enjoyed the quiet and privacy. Our order of food arrived within a short time. We really enjoyed the beef tartare, blue cheese/oat biscuits/apples/candied walnuts, and mackerel/crispy potatoes. We felt just OK about the chicken because it was a little plain. My husband said that the menu was well-thought-out, but he would have preferred a steak or salmon. The crust on the bread was a little hard to chew. I liked how customers could wear business casual or casual attire depending on their preferences. The waiter refilled our drinks regularly. The seats were not cushiony. The decor was nice to look at."
vg55SAkrEmuHpWfIMtJjBQ,2015-04-01,5,"Yum!   This place is really pretty awesome.  Great atmosphere, great food, great service.   A winner for sure.  

I was a little early, so I started with a glass of wine (a red blend) from Butterjoint - the bar next door.    I then carried that over to the table at Legume and perused the menu.  I am a fan of a short menu since I get overwhelmed by too many options, and this one is definitely short.   If I had one criticism, they could stand to add a couple of entrees to the list (but that's really reaching).   

I settled on a starter of the Crostini with Goat Cheese and Pepper Jelly.  Four pieces of crostini neatly assembled with the toppings.   Jut the right amount of bread to cheese to jelly - a great start.   I then moved on to the Spanish Mackerel with Crispy Potatoes, Fennel, Arugula, Meyer Lemon, Sungold-Morita Aioli and Gastrique.   I asked the server for a wine recommendation since I wasn't very familiar with the fish.   He noted what I was drinking already and then gave me both a red and white recommendation.  I took the red recommendation (a pinot noir), which was really a lovely pairing with the meal.   

Service was good throughout, though bar drinks do take a few minutes longer than they really should.  I was too full for dessert, but it really looked good.  I am definitely looking forward to a return visit to Legume and also Butterjoint, which also has a small selection of delicious looking bites in addition to their bar drink menu.   

Tips!  They have valet and there is a lot across the street as well which is free after 6.   They also have a complimentary coat check."
vg55SAkrEmuHpWfIMtJjBQ,2014-10-08,3,"I really wanted to love this place but the pictures definitely make the food look much better than they taste. I had the kielbasa dish and it tasted extremely bland. The crushed potatoes on the dish was probably the best part of the entire thing. Dessert was better but not much better. 
The best part of the experience was the customer service. We were never rushed even though we spent a good half hr just talking before we ordered."
vg55SAkrEmuHpWfIMtJjBQ,2013-02-14,3,"Actually about 2.5 stars.
Why?
Greeters were confused and confused the few groups (3 couples) that were all entering at the same time.
Wine list has nice variety, finally decided to just order a bottle.
After over 10 minutes, waiter comes back and said they were out of that bottle.  No other recommendations.
Decided to go with wine by the glass because some nice selections and could have different wine with app. and meal. Ordered wine. Ordered dinner.
She: ""Why has it taken over 15 minutes to get our wine?""
Apps. are delivered to table.  Then wine shows up.
Apps. are good.
Salads are delivered to the table.  More wine ordered.
Salads are good. 
She: ""Why has it taken over 15 minutes to get our wine?""
Entrees are delivered.  Wine finally appears. 
She: ""Very good meal.""
Me: ""Eh, OK meal.""
She:  ""Let's go to Coffee Tree for desert and coffee.""
Conclusion:  Food is good, service sub-par, not really worth the price! OMG!"
vg55SAkrEmuHpWfIMtJjBQ,2013-03-25,4,Some of the best food in town. Shared the bass and pork loin with a friend. The striped bass as incredible and something I would order on my own. Also tried pate and fries for appetizer. Both delicious! Worth the money.
vg55SAkrEmuHpWfIMtJjBQ,2012-06-22,4,"This place is great.  The waitress was very professional, friendly and helpful.  The cocktails are interesting and the food is wonderful.  The grilled arugula salad was really something.  I enjoyed the pork ravioli as well."
vg55SAkrEmuHpWfIMtJjBQ,2013-03-13,4,"Legume is definitely a restaurant to try in Pittsburgh.

Pros: The service is perfect from the moment they take your coat to the personalized drink recommendations that you can ask for.

The menu was very unique, and the ingredients were high-quality. The daily menu is a fun experience, knowing that your meal is truly one-of-a-kind. My boyfriend had quail which he rated 5/5 and I had the vegetarian tempeh which I would give a 4/5. The Baked Alaska dish was fantastic 5/5. 

Cons: At 7pm on a Tuesday night, the place was fairly empty, and I wished that it were more lively. The music was pleasant, but the songs did not flow from one song to another. I think a lot of people come after work, since they are in professional attire (we went in casual). This is a restaurant to enjoy the food, not so much the atmosphere. 

The prices are expensive ($90 including tip for 2 drinks, 2 entrees, and a shared dessert), but that was to be expected. 

The daily menu is interesting, but that meant that there were only a couple vegetarian options."
vg55SAkrEmuHpWfIMtJjBQ,2013-07-12,5,"Easily the best restaurant in Pittsburgh.  I'm a grad student and therefore don't have a lot of cash, but I will save up to come to legume.  Fantastic staff, fantastic food.  If you can't appreciate what this restaurant is doing in Pittsburgh than I don't know what to tell you.  I also work part time in the service industry and anytime someone asks me for a restaurant recommendation I always suggest legume."
vg55SAkrEmuHpWfIMtJjBQ,2011-11-29,4,"Cute neighborhood restaurant. Very fun that the menu changes daily. They were very accommodating for me, a vegetarian (they have a veggie entree pre-planned, though it wasn't on the actual menu). Pleasant atmosphere."
vg55SAkrEmuHpWfIMtJjBQ,2016-04-24,3,"Legume has delicious entrees and a changing menu.  It is a fun place near the universities to entertain guests.  That being said the service is often slow and can be down right rude.  The customer is always right is what I was taught when I waited tables.   They need to be careful that their popularity does not detract from their service as there are many other restaurant choices nearby.  It is particularly disappointing with a menu that changes, that they frequently run out of featured items.  This has happened on 2 of my last 3 visits there.  I like Legume for its food and ambience but it needs to improve its service and management."
vg55SAkrEmuHpWfIMtJjBQ,2012-06-19,2,"I was looking forward to visiting Legume, because of its great reviews, but was really underwhelmed. For starters, my friend and I the crudite appetizer. The selection of vegetables was interesting, but for the amount that were on the plate, more of the dipping sauce would have been nice. I was surprise by ALL OF THE LAMB on the menu, but visited the website once I was back home and realized that there's a relationship with a butcher that involves lamb. Still, three lamb entrees while there's no chicken and other obvious proteins is a little weird. Also, the lamb was not prepared that well. What was really disappointing, though, were the two dead fruit flies in my Four Roses. The waiter actually returned to the table after taking my drink back to the bar to ask me if I still wanted the Four Roses--why, was there something wrong with it? They brought a replacement, but I was surprised I wasn't comped for the drink. Also, by definition, this place is not a bistro, but whatever. I really wanted to like this place. With the exception of the drink containing dead bugs, the wait staff was great, and I did think they had a nice selection of wines."
vg55SAkrEmuHpWfIMtJjBQ,2011-11-20,5,"My wife and I just had dinner for the first time at Legume's new location. We were afraid that Legumes' charm and soul might not translate into a larger scale. Our  concerns evaporated as soon as we stepped inside. It is bigger but the space is sectioned and the tables nicely separated. We checked out the kitchen; it is large, well organized and exceptionally clean. Parking is just across the street and costs $2.

The food was excellent. We started with a beet salad that was served with a blue cheese soufflé and a garlicky sauteed escarole salad that had delicious little chunks of thick bacon made from the jowls of the hog. Main courses were a perfectly cooked, tender, iron steak on a very tasty mushroom risotto and an equally good braised veal breast with rice grits with a great rosemary sauce. We ordered two side dishes; Brussel sprouts with anchovies that was ok, but not great, and a homemade kimchi that was mildly spicy and quite good. We were too full for dessert

The overall dinner was great as was the service, and well worth the cost. This is genuinely fresh, made from scratch, food that has retained all of its goodness with the transition to a scale that will allow Trevett Hooper and his team to do new things that were not possible in a smaller space."
vg55SAkrEmuHpWfIMtJjBQ,2012-12-03,5,"I spent Friday night at the Butterjoint (legume's bar) with a group of four and had an awesome time. If you really like cocktails and Will, the bar manager, is working, I recommend being at the mercy of the bartender. Will is a student of  cocktails and made us some really delicious drinks.  The food is great. If you like burgers and the onion burger is on the menu the night you are there, do not skip it. I think it's the tastiest burger is town. Pittsburgh needs more places like Butterjoint/Legume."
vg55SAkrEmuHpWfIMtJjBQ,2016-07-04,5,"The service is decent. With it's drop ceiling, the dining area is somewhat simple, though made interesting by the large wooden tables that still resemble trees. But there's no doubt that the food and cocktails are the shining star at Legume. The menu changes constantly, making it appealing to regulars who are foodies and not in need of having the same thing that they enjoyed on their last visit. The menu is about as small as it gets, usually with about five starters, five entrees, one or two salads and a soup. In addition, they try to source most of the ingredients locally, but also offer up some not-so-common fare. Real foodies are likely to love it, but your less adventurous friends may be a bit turned off. Their cocktails are great. Those who put themselves at the Mercy of the Bartender (literally, that's the menu item) are usually very pleased with what they get (and it's not always the same!). The wines by the glass are a narrow, but interesting field. I've found that whatever starter includes cheese tends to be a winner. The salads are usually quite good. I've found the entrees more likely to be hit or miss. They recently featured vegetarian fare, so I tried the Vegetarian Exposion (with Yellow Corn Grits, Garlic Scapes, Maitake Mushrooms, Roasted Cauliflower, Turnips, Pea Shoots, Salsa Verde and Morita Chile Aioli), which was very good, but not one of the choices that I'd run back for. The adjacent Butterjoint bar is also quite good, and with it's fancy burger menu, will cater to wider palette. Bonus points for the server cheerfully willing to give our large party separate checks. An 18% gratuity was added, but she made it perfectly clear."
vg55SAkrEmuHpWfIMtJjBQ,2015-11-28,5,"I've been to Legume several times in the past few years, as well as Butterjoint. I've always had an amazing experience there, and I finally took my husband there a few weeks ago. Everything was delicious, as usual. We started with the Raclette, which includes a variety of pickled vegetables and is always delicious. My husband ordered the New York Strip steak, I ordered the duck confit, and they were both amazing. For dessert, I had the chocolate truffle cake, which is always a great choice. My husband tried the gingerbread, and it was also very tasty. We also both enjoyed an Irish coffee with dessert. I think it was the best one I've ever had."
vg55SAkrEmuHpWfIMtJjBQ,2013-01-29,5,I've been to Legume three times in the last six months and have had a wonderful experience each time.  I've gotten the steak specials each time (not on the menu) and they were all excellent.  Good drafts at the bar too.  The service is always polite and exceptional.
vg55SAkrEmuHpWfIMtJjBQ,2016-07-29,5,"Great food at an upscale restaurant. It's not cheap, but the ingredients and preparation are top notch. It's the first time I've seen everyone in the family clean their plates. Make sure you save room for dessert."
vg55SAkrEmuHpWfIMtJjBQ,2015-08-30,5,"Dee-Lee-shush.

Everything. EVERYTHING... Was so good!
We were a party of five which enables us to try various dishes and was pleased with every single dish evidenced by all clean plates, scraped to the last yummy bite.

So many people have given detailed rave reviews! Could I add any more? My only contribution at this point would be to post as many pictures as I can. Since I am of the opinion ""a picture is worth a thousand words"" ;)"
vg55SAkrEmuHpWfIMtJjBQ,2013-01-01,4,"I'm excited that I finally get to cross Legume off my list. A group of 5 went for a NYE dinner and decided to go all in for the prixe fix menu for four courses. I ordered:

* red oak lettuce, warm mushrooms, pecorino and bistro dressing
* gemelli pasta with mushrooms, brown butter,  roasted salsify, sage and pecorino
* scallops with salsify puree, bacon, lentils w/ red wine sauce and pea shoots
* filmjolk ice cream with candied blood orange

The salad, pasta and main were all hits in my book!! The filmjolk was so-so. The blood orange sauce at the bottom of the ice cream and candid blood orange on top were too bitter for me and did not gel well with the ice cream. However I did take the sugar from the candid blood orange and ate it just with the ice cream which was delicious and added some crunch.

I also got to to try the cara cara, blood orange and red onion salad with maldon salt and olive oil; fresh egg fettuccine with veal bolognese, wild texas antelope; the veal chop special; and the warm gingerbread w/ poached pears and whipped cream. If you are expecting a green salad for the cara cara, blood orange and red onion salad you'll be misled like we all were. It consists of two layers of sliced blood oranges with red onion and dressing on top. The veal chop is a nice sizable piece of meat, and the antelope is already sliced and a manageable portion. The mash potatoes that accompany the veal chop are buttery amazingness!!  I found myself constantly dipping my fork into the skillet for more. These all satisfied my palette too except for the gingerbread dessert. It had a strong flavor of ginger to me, which I do not like, but if you do like ginger you'll enjoy it as my friend did.

The glass of pinot noir was just a-ok. I'm not a huge pinot drinker so could be why.

Service rocked though! We were given a champagne toast on the house and they even accompanied our expecting friend with a sparkling non-alcoholic drink. Also we were given a plate of small bits - one was a cracker with goat cheese a peppered jam, and the other was bread with three pates, both of which were yum!

Legume is a solid 4.5 stars. I'd like to give it 5 but with the desserts and the chosen wine I knocked it just a tad back."
vg55SAkrEmuHpWfIMtJjBQ,2014-12-01,5,Loved it!  Food was fantastic and the restaurant and bar were very comfortable...good balance of trendy and casual.
vg55SAkrEmuHpWfIMtJjBQ,2010-12-23,5,"This is my new favorite restaurant  (it was Point Brugge for quite some time!) 

Went here on a Wednesday for the vegetarian tasting menu. Warm, crusty bread to start followed by excellent cream of mushroom soup. 

The next dish was goat cheese crostini with hot pepper jelly.  Not my favorite, but the goat cheese was great.  Main course was crispy faro with ricotta cheese, corn, mushrooms, and tomato pesto.  It was perfectly prepared and sized.

$4 corkage fee was reasonable.  The desserts sounded great but I was stuffed. 

Love the close, bustling atmosphere.  Servers were attentive but not annoying. Looking forward to trying the rest of the vegetarian menu.

Pros: Fresh, local ingredients, great service, great atmosphere.
Cons: My dining partner felt it was a little pricey for the serving sizes, but I was satisfied.  

I highly suggest making a reservation. At 8PM on a Wednesday, the small restaurant was full."
vg55SAkrEmuHpWfIMtJjBQ,2014-07-20,5,"I went into Legume for lunch after having read some of the Yelp reviews, and it did not disappoint me. To start with, the service was excellent. I ordered a Gazpacho as an appetizer. Being from Spain I find it hard to get a decent Gazpacho in the US. I have to say that the one I had in Legume was probably the best Gazpacho I have had outside Spain. The funny thing is that Legume is not a Spanish restaurant at all. Still, they absolutely got the right amount of spiciness and garlic in. I then had Pierogies. I am not an expert on that (in fact it was my first time having them). But, I found the dish to also be delicious. I finished with an awesome desert. Only minor complaint is that they did not have espresso to go with it. But, overall a fantastic dinner."
vg55SAkrEmuHpWfIMtJjBQ,2013-09-24,5,"Such an amazing restaurant. We were 4 people and all had the tasting menu with the wine pairing and it was just amazing. Fresh ,creative, great presentation and delicious. The wine pairings were perfect The sommelier did a superb job choosing the perfect wines with our meal. Our waitress was pleasant and knowledgeable. An overall great experience."
vg55SAkrEmuHpWfIMtJjBQ,2014-07-21,5,"Legume keeps being one of my top places to eat in the burgh!!
They have excellent food always! new dishes always!!
Great service always, it is nice to find places that keep it up for many years now.
I would recommend this place to anyone. It is not cheap not I think within the range of the kind of restaurant that they are.
Good choice all the time.!!!"
vg55SAkrEmuHpWfIMtJjBQ,2007-08-25,5,"I've been once, and was blown away; it was one of my best restaurant meals in Pittsburgh, having lived here 15 years.  The first course (beans with a wonderful vinaigrette) was excellent, the main course (scallops) was excellent, and the dessert (chocolate cake) was excellent.  I can't think of many other Pittsburgh restaurants where each dish made me think ""wow!"" with each bite.  (Hyeholde comes to mind).

Two deficiencies: it's often crowded and when it is, it's loud.  I got there at 8pm on a Tuesday evening, and there was a 15 min. wait (a reflection of its popularity).  The repeat business it seems to draw within the local neighborhood reminds me of Point Brugge Cafe.  I think Legume should do something to soften its acoustics.  If you're looking for a romantic evening with private conversation, this may not be the place, because the tables are quite close together.  But the food is excellent.

Portions are a good size, i.e. smaller than Pittsburgh norms.  Prices are a little high (maybe $45 per person).  They don't have alcohol; they're BYOB.  Reservations for parties of 6 or more, only.  Their menu is a little heavy on the meat, for my taste.  I would have appreciated more vegetarian options."
vg55SAkrEmuHpWfIMtJjBQ,2012-06-17,4,"Nice place, attentive staff, and good attention to detail in the kitchen.

We asked for a tasting menu, with wine pairings, and gave them no other guidance.  The meal they prepared was very appropriate in both the succession of flavors and the portion sizes.  Everything was very well prepared.

The wines were all very nice, but the pairings could have been better.  It seemed like the person who was preparing the food menu and the person who prepared the wine listing didn't actually talk to each other.

I could have lived without the series of employees who came by to socialize with the couple at the table next to ours for most of the meal.  Having to look at someone's ass for an entire course at a time really takes away from the ambiance of a place.

Overall, we were pleased by the meal, and will go back sometime."
