id,date,stars,text
BKNPoWf3bQoxFWf-Kjt3wQ,2012-06-21,3,"When I visited this KFC, it was a good visit.  There weren't many guests at the time. Which translates to no waiting in line to order food or fill soda pop cups.

What can I say?  This was a typical friendly KFC.  The food was standard KFC quality.  Finger lickin' good. My favorite is original recipe. No complaints.

Personally, I think KFC is kinda pricey when it comes to chicken.  8 pieces with two large sides and two drink with a cost of more than $15 and less than $20 .. I think is a bit much.  Which is the reason why I don't come here often just to have ""chicken"".  I want KFC chicken when I visit. Which is at a premium.  I expect that."
BKNPoWf3bQoxFWf-Kjt3wQ,2015-05-13,4,"Recently visited for takeaway dinner for my parents. The cashier was very nice. Stopped her clean up efforts right away when she saw me come in. I told her what I wanted and she took care of figuring out how the order should be keyed in. Bummer was that they didn't have any drumsticks. Not in any of the recipes. Granted it was 30 minutes before they were supposed to close. So I got thighs instead. You would think that they would give you an extra something since they didn't have what you really wanted. But no. :-(  Otherwise the order was fulfilled properly and my parents liked their food. Didn't even have to ask for honey. The cashier asked if I wanted any butter, honey, or sauce."
BKNPoWf3bQoxFWf-Kjt3wQ,2010-11-28,3,"Typical KFC food. But the help leaves a lot to be desired, many times the order isn't correct. And they seem to frown on having to do it a special way (all white meat please)"
BKNPoWf3bQoxFWf-Kjt3wQ,2016-11-02,1,"Poorly ran and extremely dirty.  Grease coats every surface in the restaurant.  My daughter and I ate there the other night and as I was waiting for the food, I watched an employee open an oven door, while gloved, pick a piece of chicken out with her hand and then close the door again with the gloved hand. Bathroom is disgusting as well.  It wasn't too long ago that they nearly failed a health inspection."
BKNPoWf3bQoxFWf-Kjt3wQ,2015-01-25,4,"Restaurant review
Why 4 stars for a KFC, because of good service and fast food prep. I came by here recently to grab a family meal for lunch and was expecting slow and unfriendly service. It was the exact opposite. They were quick to take my order and even gave me back the coupon to use again for next time. My food came out as I ordered hot and fresh. i took it home and again checked out my order which was filled perfectly. Yes this is KFC food, but for fast food the fried chicken was seasoned well not too salty and very moist. It almost rivals Popeye chicken, just wish KFC would have a spicy variety of the chicken

Pros: friendly staff, quick, large parking lot

Cons: it is unhealthy food and yes it is still KFC

Hidden deals:
Check out the mailer for coupons. 5 dollar meal combo"
7IVaamfpMdyVQVkhO9ntEA,2015-01-25,1,2nd worst KFC that I have been to. Ordered a bucket of Grilled chicken. Had to replace two breast with original recipe. Got two extra biscuits. All the biscuits were undercooked. Not well maintained property. Dirty floor and tables. Nasty bathroom. Will not return.
7IVaamfpMdyVQVkhO9ntEA,2015-04-16,2,"The last time I was there, (several months ago) I had to wait 30 minutes for our order, and they got it wrong.  The manager was of no help - he was too flustered to handle it.  I was curious yesterday to see if they had improved as I wanted chicken for lunch and discovered this location is boarded up and closed.  I can't help but wonder....."
7IVaamfpMdyVQVkhO9ntEA,2016-08-19,1,"This place sucks. Everytime I have come here the people working are extremely rude and unprofessional. Every single time they forget something in my order.  No more KFC!
The young girl tonight was soo rude.  Where's the management? Where's the corporate management? All the KFC reviews, even different locations, suck. They will all be out of business soon at this rate"
7IVaamfpMdyVQVkhO9ntEA,2014-10-17,1,Got Food Poisoning and had to be hospitalized. Thanks ill never eat KFC again iv now been out of work for 5 days. I would report this branch to the BBB but dont think they are even BBB accredited due to the fact you cant find them on the BBB website. I am exploring legal advise tho. Worst place ever. Way to be CLEAN....
7IVaamfpMdyVQVkhO9ntEA,2015-01-08,1,"I witnessed this dumb red head cashier take the tongs used for outgoing food and pick up the person in front of me half eaten chicken he was complaining about then put them right back on the shelf to be used again. It was disgusting. Not to mention every time i come here I'm like waiting 30mins for two meals. They are always out of everything. Just disgusting garbage restaurant filthy, and slow retards working there. No wonder that guy below got food poisoning."
7IVaamfpMdyVQVkhO9ntEA,2015-07-22,2,"Mashed potatoes gravely COLD
No seasoning 
Cloeslaw okay 
Won't be BACK
What else is there to say"
7IVaamfpMdyVQVkhO9ntEA,2016-02-06,1,Very frustrating that every single time we've come here to this location there hasn't been a time that I haven't had something missing. We just went and didn't even get a big order and had a couple items missing.
7IVaamfpMdyVQVkhO9ntEA,2016-04-21,2,The food was ok but once again they shorted me part of my order. It was supposed  to come with 3 sides I had 2 when I got home.  Last time I went to KFC I ordered a 25 PC bucket to take to a picnic 20 miles away I get there that  big bucket had 8 PC.  This place is just ridiculous.  I am done.  What a waste of money!  I will not waste any more of my money there.
7IVaamfpMdyVQVkhO9ntEA,2012-04-20,2,"Went to this particular location 6 times with the family. Every single time we went they were out of multiple items. The store was not even that busy, and these times we went were usually on Friday, Saturday or Sunday around dinner time 6-7pm. Everything we tried to order would be a 25-30 minute wait. Ended up just ordering whatever they did have on hand. We watched many potential customers get turned down when they tried ordering things because they were out of those items. We finally stopped going to this location due to so many attempts and all times they were not prepared to sell chicken. The Gilbert Rd & Baseline location seems to be much more prepared for dinner than this E. Main St. location."
7IVaamfpMdyVQVkhO9ntEA,2016-12-24,1,"This place is HORRIBLE. Ordered an 8-piece bucket, came home and there were 4 overcooked tiny drumsticks & 4 tiny thighs. Gross. No breasts, no wings. Called the store, the nice lady who picked up the phone said there should have been 2 breasts, 2 wings, 2 thighs, 2 drumsticks. She says, ""let me get my manager to help you get what you ordered."" Some jerk with an attitude gets on the phone and says, ""we've been out of breasts and wings for 3 hours now and we're telling everyone that"". I said, no one told me that, Or I would have went somewhere else. All he says is, ""Well they should have told you.""  1.  Why are they not telling people this when you order and 2.  Why are they charging the same price?  Ridiculous. Never go here. Manager is a jerk and food is horrible."
7IVaamfpMdyVQVkhO9ntEA,2016-08-30,1,I visit the KFC on Main and Linsey and my food was giving to me with the Honey pack in my food contain bad business service I will not get there ever....
RtK1cXyBWoYQxH4rTIlI5A,2016-04-29,3,"Man, this is the second time I've eaten at a KFC since high school and you know, it's really not all that gross.  I was dropping Sophie K off at the Edinburgh Airport and we were planning on going to Krispie Kreme which is directly next door, but also decided that we were going to get a quick bite at KFC.

Walking in, everything is quite modern and new looking.  Having eaten in some KFC's in the states where renovation just never happens, this was a step up.  Everything seemed clean and the customers all seemed happy.

We walked up to order and after looking over the menu, we both went for the Chicken Zinger sandwich with fries and a drink.  Sophie got her meal quite fast, but I had to wait a bit for mine.  I chalk it up to getting freshly made stuff.  You really can't beat the whole meal was less than 5 quid and I left completely full.  

I wouldn't necessarily eat here on a regular basis, but I'd be ok with a quick stop in if I was in a rush and needed something fast."
RtK1cXyBWoYQxH4rTIlI5A,2013-05-24,4,"Right next door to the over rated Krispy Kreme, KFC is situated at Hermiston Gate at the end of the M8. It's a good KFC and the Zinger Tower burger was delish. They have stopped doing the Hot Shots, which is a real shame. I liked them."
RtK1cXyBWoYQxH4rTIlI5A,2015-08-26,5,"this kfc I can't fault it. The staff are always friendly, helpful and the place is never been unclean when me and my family have been in. Not only that but they always remember my wee girl and we are not in often at all"
RtK1cXyBWoYQxH4rTIlI5A,2013-09-03,4,"WELL WELL WELL - this is my first EVER time visiting a KFC EVER!!  

It was clean and staff were friendly.

I choose the Chilli chicken wrap which was around a £1 - it was tasty and a had a small hit of sweet chilli.    

It's just another fast food chain but the wrap was nice as it was a quick filler as i was on the go that morning."
RtK1cXyBWoYQxH4rTIlI5A,2016-06-10,1,"AVOID!
Previous experiences of KFC had made us wary but the good reviews on this site lulled us into a false sense of security. The food was okay but the place was filthy. A rather unpleasant mob of young people fortunately left soon after we came in. The staff had closed off half of the restaurant to clean it but we refused to eat in the other half until they cleared the tables, which were all stacked with debris. There was food on the seats and on the floor. The staff were nice enough and I was sorry for them that they had so many messy customers but clearing up on a regular basis did not seem to be part of their routine. Not a pleasant experience."
E768vU_Q4M1lCRDAYiN4iw,2016-03-06,5,"Another raid trip, another KFC. I usually don't go into fast food places and on the account of the interior is not always up to par with what it would be. However yesterday I was delightfully surprised with a clean and tidy restaurant. The lady (Alison) was one of the friendliest people I had seen in a fast food place in a while. The food was fast and really good. And to top it off Alison was walking around asking how everybody's food was and checking on everything. Great food. Great service. 5/5"
E768vU_Q4M1lCRDAYiN4iw,2016-01-10,3,I had a really good experience here last week with my kids.  We got a couple of five dollar fill up boxes.  My daughter loved the mac n cheese.
E768vU_Q4M1lCRDAYiN4iw,2017-04-09,3,"The Georgia Gold Honey Mustard BBQ doesn't taste like honey, mustard or barbecue...  just random spiciness.  The place is clean, and the employees are really friendly."
AKO9zpHbyskr_E4TDMpRHA,2014-03-06,4,"I rarely rate fast food restaurants anything beyond a 3-star, but I feel comfortable giving this KFC a 3.5, upgraded to a 4 star for good service.

This is the closest KFC to my house, and I do visit here every so often if I just want a quick takeout. I generally prefer stand-alone fast food restaurants than fast food places in shopping malls (sorry Markville).

Since the KFC is in a heritage area, it retains its vintage exterior design, which I honestly prefer over the modernized KFC look. It just gives the traditional, down to earth feel every time you drive or walk to the parking lot.

KFC is probably the only fast food joint I will regularly visit, so I can tell which one does it best. This one does it very good. The chicken pieces are consistently juicy and crispy (but not too crispy), and the macaroni salad has the right amount of pasta and dressing. Also, the gravy is darker and thicker; another sign of good taste because gravy should never be light yellow or watery.

The service here has really improved in the past few years. When I came here at first the cashier was rather cool and didn't talk much (or gave a rather undermining tone), but when I came here tonight she was very jubilant and talkative. The kitchen staff is also very efficient in preparing the orders, and will tell you if you need to wait for any part of your meal.

As health experts say, have fast food in moderation. When you're up for fried chicken and want KFC though and are in Markham, I highly recommend this joint.

Take-out only. Cash and debit accepted."
AKO9zpHbyskr_E4TDMpRHA,2014-07-28,1,"Been here a couple of times and while I really like the vintage look and feel, the service and chicken are not up to par. On one visit the woman while taking my order realized she forgot to give the person ahead of me their medium salad. She had it in bag under her hand. Ppl make mistakes but it was her look and chuckle of ""oh well"" when she told me that really sucks. Shows how little she cared. Second time when I ordered a favorite bucket, all my popcorn chicken were burnt. If you are making this all day how could you not notice the chicken is a different colour and dried out?!   To serve it again shows how little they care. Im going to markville from now on for kfc in Thai area. Yes, I'd rather go into a mall than order here again!"
AKO9zpHbyskr_E4TDMpRHA,2017-04-08,1,"Yes I know. It's dirty bird. What do you expect? Well  apparently, even my low expectations were too high.
 
The good, the bad and the ugly:

The good: Great tasting but it's kinda like cheating on your girl with a $10 hooker. You think you're getting a deal but you'll just feel dead inside after its over. 
The bad: The food is cold and not fresh at all. 
The ugly: I asked if it was possible to order a bucket of chicken with no drumsticks. If it wasn't, then no problem. But they said 'sure'. She spoke to the ""lady"" in the back and she looked a little pissed and glared at me. I told her not to worry if she couldn't accommodate the request. The last thing I need is spit mixed in with the colonel's secret recipe afterall. But she said ""fine"". When I get home? You guessed it. Bucket FULL of drumsticks. In fact there was NOTHING but drumsticks. Now, I understand if they couldn't give me what I wanted despite being a paying customer and being a seemingly minor request. But to go out of their way to stick it to me? Never had a place do that to me before. Truly Ugly. Avoid this place like the plague."
AKO9zpHbyskr_E4TDMpRHA,2016-04-02,3,"I have no troubles with my orders or food when I come here.  My beef is that they're a bit on the slow side.  There's only one person working the counter (poor gal working her butt off with taking the orders, processing the orders - cash, debit, or credit card, and then packing the orders and giving it to the customers).  Meanwhile there's about three or so persons working at the rear cooking or doing whatever.  There were times when at least two to three people were waiting for their orders, while the one girl who was working the counter, was looking after one customer in terms of taking his/her order.  And at the same time two to three more customers come in and form a mini line.  Note that this is a small place.  It gets crowded.  They should have another person working the counter at the same time."
AKO9zpHbyskr_E4TDMpRHA,2017-06-27,1,"Got delivery from this store the order came 1.5 hrs late called up the store no answer the first two times I called.  Got through at 10:30 pm when the store closed and the store manager or owner was very rude, told her the matter and she hangs up on me. My first and last time ordering from KFC."
AKO9zpHbyskr_E4TDMpRHA,2015-08-01,1,"This location was one of the best in terms of crispness and well coating chicken.  Over the past six years since moving to Markham this was to goto KFC!  Something new has changed since approimately June 2015- the chicken is not coated enough with seasoning, is soggy with oil (including fries). If this is a new franchise owner i suggest they go back for training as sales will slowly decline as more and more get dissappointed."
AKO9zpHbyskr_E4TDMpRHA,2016-03-08,4,"Yes, they recently got crispy back !!
Been going here for the last 4-5 years.  Service has always been friendly.  
1 out of 10 times, they messed up the count in a bucket.  But it has not happened again, this was a few years back.

Toonie Tues is no longer $2,  its $3.29 !! 

Yes, the interior is dated. I wish they had indoor seating.  Lots of parking, a couple in the front and side, and more in the back.

Staff is friendly, which keeps me coming back.!!"
AKO9zpHbyskr_E4TDMpRHA,2017-01-16,1,"Probably the worst KFC ever. Every time I pick up a fries it's cold, not even tad warm. When I tell them to make fresh one they act like they have seen a ghost or something. Today I ordered Zinger sandwich and it looked like they pre heated the same meat again it tasted horrible. I asked her to redo both fries and sandwich.  Sandwich was fresh but chicken was still raw and fries was still cold when I got home. I live about 3 min drive from there.  Anyways never going back again.  This place needs to shut down."
Qiyd2ha1pivmsQhnFZgCxQ,2013-09-14,1,"As a child (along with Burger King), Kentucky Fried Chicken (as it was called then), was my favorite fast food restaurant. You couldn't go wrong with the ""Original Recipe"" (only option back then... it was just called chicken because there was no ""Extra Crispy"") and mashed potatoes.  Sure the coleslaw made me vomit through my nose (just wasn't ready for it then), but Kentucky Fried Chicken was the best.

Years later, ""Extra Crispy"" became available and I realized how hard the ""Original Recipe's"" texture sucked!

Novelty drove me to KFC yesterday.  I went with the white meat combo ... ""Extra Crispy"".  I started with the chicken.  The batter was really caked on.  I forgot haw thick the layers of batter get with KFC.  My initial bite started off satisfying, the flavors helped me relive those great fast foodie moments of my childhood.  From there, the mirage took off.

The batter is caked on so thickly that there is a space between the chicken and the crispy exterior that's moist mush.  It was so disgusting, I could only eat select portions of the batter I knew were crisp.  

The chicken was so far from free-range, it tasted as if were raised in a can.  The breast was moist, but it oddly had the flavor and some of the texture of thigh meat (I can't stand dark meat chicken). 

I went with the wedges.  They are flavored like curly fries, but with twice the seasoning.  The first part of the bite was solid, but the guts of the wedges were a mushy potato with the consistency of mashed potatoes -- yeah, deep-fried mashed potatoes --- %&u% GROSS!

The only thing I finished here was the soda.  I hope in 10 years, when I consider coming back, I read this review and realize some things are best left in childhood."
Qiyd2ha1pivmsQhnFZgCxQ,2016-12-23,1,"This branch is horrible. The worst. The lady working the counter literally refused my order by saying ""i have a lot of chicken to put out we're busy i can't help you"". WTF??!! 

My order package was also missing items which i discovered upon returning home."
Qiyd2ha1pivmsQhnFZgCxQ,2014-03-06,5,"I used to work a few KFCs in San Diego,
this place needs to clean up the parking lot... otherwise, it's awesome! wtg team!"
Qiyd2ha1pivmsQhnFZgCxQ,2015-08-10,1,Awful quality.  Poor staff.  Pass this location.  Prices at KFC are getting outrageous.  I am done with KFC.
Qiyd2ha1pivmsQhnFZgCxQ,2014-06-09,1,"Extremely rude mexican staff!
I clearly said wedges and the staff (many times) gave me mash potato.
They wont give enough sauce. 
If you ask for a couple more sauces, they will bargain with you."
Qiyd2ha1pivmsQhnFZgCxQ,2016-07-23,5,I   love KFC chicken especially the xtra crispie chicken  there always friendly and fast
Qiyd2ha1pivmsQhnFZgCxQ,2014-07-11,1,"Ok, I have to say this right now; Otherwise, I would go to bed feeling angry and my boyfriend would suffer and that is not fair :(

This KFC is very inconsistent in their food and I always come back hoping for a miracle, I don't know, my love for fried chicken makes me blind I guess; However, today I had the worst chicken tenders I have ever eaten here, they were so chewy I could not eat them. I have had the same exact chicken tender many times and they are nice and extra crispy, today they were cooked to death and there wasn't any crispiness whatsoever. Besides, the staff at this location do not care about what their customers, sometimes I stand up at the counter and I wait at least 2-3 minutes until somebody has the decency to notice I am there. Once they take your order they seem to be annoyed by you, like if you are on their way. I am very dissapointed."
Qiyd2ha1pivmsQhnFZgCxQ,2013-07-25,2,"This KFC serves mediocre food at best... I mean I know its KFC, but I've been to far better locations than this one. What's up with the prices? $10 for a 3 piece meal... No Thanks!"
1zYltl3s23LN7lxdqM5qmg,2017-05-16,1,"If it allowed me to do negative stars, it would be a -5. This is the FOURTH time I have been here and have came home without my full order. And then this time I try to call the restaurant to get the problem resolved and 5 times the phone hangs up because no one answered for so long it times out. This is absolutely ridiculous they are basically stealing my money. I called corporate and they weren't any help either the guys just said hed send a letter and they would get back to me in a few days. Wtf kind of business is this, I cannot believe they are still open. I will NEVER go back."
1zYltl3s23LN7lxdqM5qmg,2015-01-20,1,Over priced chicken that is just ok I remember when the cornel owned KFC back in the late 50s and 60s it was so much better than now. The chicken pieces look like they came from a pigeon they were so small! Go to Albertsons about a mile away 8 large pieces $6.99
1zYltl3s23LN7lxdqM5qmg,2016-12-26,1,"I've never been more frustrated in my life.... let's not forget to mention that I just got off work from a 12 hour shift and all I wanted was KFC. I repeated my order to the order taker 3 times because they kept telling me to hold on or I'll be right with you in the middle of my order, like why ask ""what can we get for you today"" and then tell me to hold on in the middle of my order? Also the older lady who was working at the window charged for a large meal and told me a completely different total then what I was told at the drive thru speaker ....... after she tried to give me a large drink I explained that the price was wrong and I will not accept a large drink being i'm pregnant and can't drink a lot of soda ... she still tried to give it to me and charge me extra ..... so of course I got upset and told her to change the price that I did NOT order a large meal , the famous bowl comes with a medium drink. She argued with me then yelled for her shift leader to come over and said I was yelling at her ....... rude, because yes I was but not loudly I just raised my voice out of frustration ... he gave me a dollar back but kept my receipt (probably because he didn't want me to do the survey or call and complain) .... well after that I never even ended up with a drink..... I had to go inside for it ... only to have the shift lead and the old lady talking crap about me while I was standing right there ..... so of course I said something and told them they were rude and needed to work on their customer service, the manager said okay bye . And that was it .... I'm so frustrated , like how is this place even open still with the reviews on here?!"
1zYltl3s23LN7lxdqM5qmg,2014-08-24,2,"We don't even go here anymore.   Every time they don't have enough chicken and we have to wait for them to cook it for 20
Minutes.   Bummer because I really like the ol original recipe!!"
1zYltl3s23LN7lxdqM5qmg,2017-06-27,1,"It is unbelievable when you go to a chicken restaurant and they tell you they are out of chicken! Several times we have arrived there for crispy chicken and the response we get is ""oh we're out of crispy chicken"".  The managers have a lot to learn about supply and demand. It has happened to us so many times at this same KFC.  It is such a waist of time. This is the last time we choose KFC. I am glad Churches is just 6 blocks away."
1zYltl3s23LN7lxdqM5qmg,2017-02-23,1,Do not go! It took over a half hour to get a simple chicken dinner meal. Got our food 20 minutes after I was told it would only be 5 more. One gentleman came inside after waiting for his order in the drive through for 20 minutes. When we got the food home the lids had not been put on the sides correctly and gravy spilled over everything. Lobby didn't look like it had been swept all day. Kitchen looked worse. One employee looked like she was working hard. The rest seemed to not care. The franchise owner should be ASHAMED at the state of this restaurant but judging by other reviews they seem not to care.
1zYltl3s23LN7lxdqM5qmg,2015-12-10,1,Drove thru this place and ordered a meal when we got home all the sides were missing. I called them and drove all the way back to get them. I picked them up and they were the smallest sides I had ever seen. When I got home we opened up the chicken and there was a long piece of hair in it. I'm not one to be picky but come on.
1zYltl3s23LN7lxdqM5qmg,2013-01-11,3,"Now let me tell you something! I love my chicken! I am still looking for that great place to buy my fried chicken at in the Phoenix area! I will once in a blue moon stop off at KFC! Not my preferred fast food chicken to eat at!! But sometimes it's all I can find. I went ahead and ordered their two piece crispy chicken meal. Now you really can't add anything about fast foods! If you have eaten at one location pretty much they all taste the same! Service was OK, seem like they were in no hurry! Again, when you decided to eat at a fast food chain! You have to expect some kinds of issues! So, would I come back? Yes, only if I can't find a Popeyes Chicken around! I have no idea how this place stays open? I never see anyone here??"
1zYltl3s23LN7lxdqM5qmg,2015-07-16,5,"PROS- KFC in Surprise AZ is the BEST! Whenever I have my 2 favorite servers (Nancy or Cookie) They always do it right! Me and My grandmother come here every Friday. 90% of the time. It is perfect. Our food is fresh and hot, and The two of us get out for 15.00-17.00 It usually comes in 10 minutes. A good wait time. They take everything seriously, and we always get a good deal!

CONS- Sometimes Highschoolers are behind the counter, and it messes up orders.
             No janitors.
             In summer, hot as hell.

I give KFC in Surprise, AZ my 5 stars, Bravo, Nancy and Cookie, You've earned it!"
1zYltl3s23LN7lxdqM5qmg,2013-11-13,1,"We went Sunday Nov. 10th at around 2:30 pm.  We first arrived and waited our turn.  Then it's our turn. I tell the cashier we would like a 10 piece meal, and we have a coupon for a free cake with that.  The lady takes my coupon, looks at it, & looks some more.  Then she looks at me and says ""that's the 10 piece feast, not the meal."" I'm struck dumb, ??? ""what?"" I say.  She says ""you can't get a free cake with the ten piece meal, it comes with the feast.""  I say ""that coupon is for a free cake when I order the ten piece meal."" Again she looks at me and with clear attitude this time tells me "" I don't know how you expect to get a free cake! It doesn't come with the meal only the feast.!"" I say to her ""easy, with that coupon you are holding that says I GET A FREE CAKE WITH THE PURCHASE OF A 10 PIECE MEAL!""  I couldn't believe this lady! I then ask her to go get someone that can help me because clearly she cant! She walks off, & comes back about 3 minutes later, looks at me & says ""$20.98"" I say ""20.98 is for what?"" She says ""your meal!"" I then tell her I so hope that my receipt comes with one of those survey links on the back because I am so taking it!  Needless to say I didn't get a receipt! 
As for cleanliness, the women's restroom was NOT clean. The lobby was clean.  The service was extremely slow too.  One guy tells the front cash lady don't worry about your ten piece meal, I got it for you.  Fifteen minutes later we're still standing there.  She looks at the guy & says ""hey, where's my meal?"" He says ""Oh I got busy getting drive thru's food.""

THE END"
1zYltl3s23LN7lxdqM5qmg,2015-07-14,1,"Horrific! We are here right now. It's seriously 80+ degrees in here... we let the older lady behind the counter know, assuming maybe they didn't realize, and she looks at us and just says ""it's hotter back here"". We made a couple more comments before ordering, but nothing was done about it. The 2 piece meal was $5.99 for dark meat but you have to add on your $2 drink. The lobby is filthy- had to wipe down my son's highchair before I put him in it. Then our order got messed up. At least they are consistent in poor everything. Won't be back."
